Country,City,AQI_Value,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,SO2,AQI_Category
India,Sarkhej,-0.10966227656417249,0.0,Good,0.9824471899122199,Good,-0.2811292196476039,Good,-0.01682360031524343,L3,1.056173840515409,Unhealthy
Croatia,Velika Gorica,1.2926746521062016,0.0,Good,0.17817100399841548,Moderate,-0.8649747001505389,Good,1.171002416155407,L1,-1.1005276702122548,Moderate
Switzerland,Carouge,0.42969808061674064,0.0,Good,1.1611752312263988,Good,-0.8649747001505389,Good,0.4400325598657759,L1,-1.8364300610230992,Moderate
Uzbekistan,Muborak,0.9690584377976538,0.0,,1.4292672931976669,Good,-0.8649747001505389,Good,0.8968887200467952,L1,0.9846410299546001,Moderate
India,Bhagalpur,1.5084187949785668,0.0,Good,0.17817100399841548,Moderate,-0.2811292196476039,Good,1.3537448802278145,L1,1.0101034559503348,Moderate
Ukraine,Obukhiv,1.1308665449519277,0.0,,0.8037191485980412,Good,0.3027162608553311,Good,1.033945568101101,L1,0.018454367701301624,Moderate
United States of America,Vidor,-1.1344469552079075,0.0,Good,0.17817100399841548,Good,-0.2811292196476039,Good,-0.8848503046591801,L0,-2.737609541036548,Good
India,Tadepalle,-0.10966227656417249,0.0,Good,0.9824471899122199,Good,-0.8649747001505389,Good,-0.01682360031524343,L2,0.5122384702241246,Unhealthy for Sensitive Groups
Sweden,Enkoping,-1.1883829909259986,0.0,Good,0.0888069833413261,Good,-0.8649747001505389,Good,-1.7071913929850149,L0,-0.17054864645660878,Good
,Si Racha,-0.7568947051812682,0.0,Good,-0.8048332232295677,Good,-0.8649747001505389,Good,-0.5650509925324666,L0,-0.6861191347715901,Good
China,Langfang,-0.10966227656417249,0.0,Good,0.17817100399841548,Unhealthy for Sensitive Groups,3.221943663370006,Good,-0.01682360031524343,L2,1.0210699709133926,Unhealthy for Sensitive Groups
India,Maur,-0.10966227656417249,0.0,Good,0.17817100399841548,Moderate,-0.2811292196476039,Good,-0.01682360031524343,L5,-1.0022580083671118,Hazardous
Ukraine,Khust,0.3757620448986493,0.0,Good,1.6079953345118456,Good,-0.8649747001505389,Good,0.394346943847674,L1,-0.21309493800589757,Moderate
Poland,Wloszczowa,-0.7568947051812682,0.0,Good,0.0888069833413261,Good,-0.2811292196476039,Good,-0.5650509925324666,L0,-0.04362732996614882,Good
United States of America,Lancaster,-0.5950865980269943,0.0,,1.0718112105693094,Good,0.886561741358266,Good,-0.8391646886410782,L0,-0.004480130124730282,Good
India,Cumbum,2.9107557236489408,0.0,,0.7143551279409518,Good,-0.8649747001505389,Good,2.541570896698465,L2,0.17647966367950568,Unhealthy for Sensitive Groups
Germany,Herdecke,0.42969808061674064,0.0,Good,0.0888069833413261,Good,2.638098182867071,Good,0.4400325598657759,L1,-0.7282240778835328,Moderate
Switzerland,Herisau,0.2678899734624667,0.0,Good,-0.4473771406012102,Good,0.886561741358266,Good,0.3029757118114701,L1,-0.24824423537737916,Moderate
Philippines,Lianga,-0.10966227656417249,0.0,Good,-0.8048332232295677,Good,-0.8649747001505389,Good,-0.01682360031524343,L0,-1.2471810223626847,Good
Germany,Bad Oeynhausen,-0.9726388480536334,0.0,Good,0.17817100399841548,Good,-0.2811292196476039,Good,-0.7477934566048744,L0,-0.5415782462556078,Good
Italy,Tortona,-1.0805109194898161,0.0,Good,0.2675350246555049,Good,0.3027162608553311,Good,-1.1132783847496899,L0,-1.4508685960527643,Good
India,Beypur,1.1848025806700189,0.0,Good,-0.4473771406012102,Good,-0.8649747001505389,Good,1.079631184119203,L1,0.08574559993145514,Moderate
Belgium,Sint Gillis Waas,-0.9187028123355422,0.0,Good,0.2675350246555049,Good,-0.2811292196476039,Good,-0.7021078405867724,L0,0.09011485677735423,Good
India,Badlapur,-0.10966227656417249,0.0,Good,-0.8941972438866571,Good,-0.2811292196476039,Good,-0.01682360031524343,L3,-0.006116074093974263,Unhealthy
Spain,Alora,-1.0265748837717248,0.0,Good,0.2675350246555049,Good,0.886561741358266,Good,-0.7934790726229763,L0,-0.7448624566453383,Good
Croatia,Karlovac,-1.1344469552079075,0.0,Good,0.17817100399841548,Good,-0.2811292196476039,Good,-1.021907152713486,L0,1.5302391822958619,Good
United States of America,Hurricane,-1.0805109194898161,0.0,Good,0.2675350246555049,Good,-0.2811292196476039,Good,-1.021907152713486,L0,0.8949819660107249,Good
Iran (Islamic Republic of),Ramsar,0.3757620448986493,0.0,Good,0.8930831692551305,Good,-0.2811292196476039,Good,0.394346943847674,L1,-0.2684353143524286,Moderate
India,Qadian,-0.10966227656417249,0.0,Good,1.0718112105693094,Good,-0.2811292196476039,Good,-0.01682360031524343,L3,0.14094012403809325,Unhealthy
Russian Federation,Povorino,0.48363411633483194,0.0,Good,0.8037191485980412,Good,-0.8649747001505389,Good,0.48571817588387783,L1,-0.29987753767043795,Moderate
Romania,Onesti,-0.8108307408993596,0.0,Good,0.17817100399841548,Good,-0.8649747001505389,Good,-1.5701345449307091,L0,-0.9243657914668396,Good
Germany,Wehr,2.2635232950318454,0.0,Good,-0.35801311994412083,Good,0.886561741358266,Good,1.9933435044812418,L1,0.31529794663729627,Moderate
Panama,Las Cumbres,2.425331402186119,0.0,,-1.1622893058579253,Good,-0.2811292196476039,Good,2.1304003525355473,L1,0.9709768195765144,Moderate
Spain,Tias,-1.4580631695164552,0.0,,-0.35801311994412083,Good,-0.8649747001505389,Good,-1.8899338570574227,L0,0.37412551451740195,Good
Jordan,Judayta,2.1017151878775713,0.0,Good,1.6079953345118456,Good,0.886561741358266,Good,1.8562866564269358,L1,-0.36237618054904774,Moderate
Lithuania,Vilnius,-0.9187028123355422,0.0,Good,0.535627086626773,Good,-0.8649747001505389,Good,-1.2046496167858938,L0,-1.0431430420916186,Good
Indonesia,Karanganom,0.2678899734624667,0.0,Good,0.2675350246555049,Good,-0.8649747001505389,Good,0.3029757118114701,L1,0.547816370151362,Moderate
United States of America,Glassboro,-0.0017902051279898713,0.0,Good,-0.626105181915389,Good,-0.2811292196476039,Good,0.07454763172096043,L1,0.5266979025737641,Moderate
Democratic Republic of the Congo,Bondo,1.1848025806700189,0.0,Good,0.17817100399841548,Good,-0.8649747001505389,Good,1.079631184119203,L1,0.5684215032895515,Moderate
Philippines,Santiago,0.5375701520529232,0.0,Good,-1.4303813678291935,Good,2.638098182867071,Good,0.5314037919019797,L1,0.8554618459717408,Moderate
Venezuela (Bolivarian Republic of),Los Rastrojos,-0.0017902051279898713,0.0,Good,-1.4303813678291935,Good,-0.2811292196476039,Good,0.07454763172096043,L1,0.726118792840845,Moderate
Poland,Dobre Miasto,-0.8108307408993596,0.0,Good,0.35689904531259425,Good,-0.8649747001505389,Good,-0.6107366085505685,L0,0.2631879416938953,Good
United Kingdom of Great Britain and Northern Ireland,Ballymena,-1.404127133798364,0.0,Good,-0.26864909928703146,Good,1.4704072218612012,Good,-1.1132783847496899,L0,-1.0927447566663642,Good
India,Talwandi Bhai,-0.10966227656417249,0.0,Good,0.17817100399841548,Unhealthy,-0.2811292196476039,Good,-0.01682360031524343,L3,-1.3287133954363743,Unhealthy
Italy,Alfonsine,-0.541150562308903,0.0,,0.8037191485980412,Good,0.886561741358266,Good,-0.3823085284600589,L0,-0.5478474805651969,Good
Japan,Niimi,-0.9187028123355422,0.0,,0.535627086626773,Good,0.3027162608553311,Good,-1.1132783847496899,L0,-0.911148515552683,Good
United States of America,East Point,0.7533142949252885,0.0,Good,-0.08992105797285267,Good,-0.2811292196476039,Good,0.7141462559743875,L1,0.5531611055394039,Moderate
United States of America,Central Islip,0.42969808061674064,0.0,Good,-1.341017347172104,Good,-0.2811292196476039,Good,0.4400325598657759,L1,0.18764157923508865,Moderate
Germany,Buchloe,0.9151224020795624,0.0,Good,0.535627086626773,Good,0.3027162608553311,Good,0.8512031040286933,L1,0.9483023035985317,Moderate
United States of America,Rowlett,0.10608186630819275,0.0,Good,-0.0005570373157632871,Good,2.054252702364136,Good,0.1659188637571643,L1,-1.1784701701397502,Moderate
United Republic of Tanzania,Mabama,-1.6738073123888206,0.0,Good,-0.7154692025724784,Good,-0.8649747001505389,Good,-1.5701345449307091,L0,-1.8559287711023438,Good
Brazil,Campos Gerais,-0.05572624084608118,0.0,Good,-2.1452935330859084,Good,1.4704072218612012,Good,0.028862015702858502,L1,0.9853573665836792,Moderate
Netherlands,Gouda,-0.7568947051812682,0.0,Good,0.8037191485980412,Good,-0.2811292196476039,Good,-0.9305359206772821,L0,-1.276086016124467,Good
Mexico,Yaqui,0.9690584377976538,0.0,Good,-0.26864909928703146,Good,-0.8649747001505389,Good,0.8968887200467952,L1,0.6645216466558724,Moderate
Italy,Carugate,1.9938431164413886,0.0,,0.17817100399841548,Moderate,-0.8649747001505389,Good,1.764915424390732,L1,0.9785028247216482,Moderate
Japan,Ina,-0.10966227656417249,0.0,,0.8930831692551305,Good,-0.8649747001505389,Good,-0.01682360031524343,L0,0.3367053610285712,Good
United Republic of Tanzania,Bagamoyo,-0.5950865980269943,0.0,,-1.072925285200836,Good,-0.8649747001505389,Good,-0.4279941444781608,L0,-1.0077259484106926,Good
United States of America,Belmont,0.10608186630819275,0.0,Good,-0.4473771406012102,Good,-0.2811292196476039,Good,0.1659188637571643,L1,0.8927909656234218,Moderate
India,Amravati,-0.10966227656417249,0.0,Good,0.2675350246555049,Good,-0.8649747001505389,Good,-0.01682360031524343,L3,-0.7412794086300022,Unhealthy
Japan,Omigawa,-0.541150562308903,0.0,Good,1.1611752312263988,Good,-0.2811292196476039,Good,-0.7021078405867724,L0,-0.11011745618821707,Good
Pakistan,Pasrur,-0.10966227656417249,0.0,Good,0.17817100399841548,Unhealthy for Sensitive Groups,-0.2811292196476039,Good,-0.01682360031524343,L3,-0.006116074093974263,Unhealthy
United States of America,Lake Mary,0.3757620448986493,0.0,Good,0.17817100399841548,Good,-0.2811292196476039,Good,0.394346943847674,L1,-0.05826912858590167,Moderate
United Kingdom of Great Britain and Northern Ireland,Bury,-0.6490226337450856,0.0,Good,0.535627086626773,Good,-0.2811292196476039,Good,-0.47367976049626276,L0,-1.141566689543846,Good
Italy,Casalmaggiore,1.4544827592604754,0.0,Good,1.3399032725405775,Good,1.4704072218612012,Good,1.3080592642097126,L1,-1.0462929320609842,Moderate
Republic of North Macedonia,Kicevo,0.5915061877710146,0.0,Good,1.0718112105693094,Good,-0.8649747001505389,Good,0.5770894079200817,L1,-0.3660727658631213,Moderate
China,Nianzishan,1.4544827592604754,0.0,,1.0718112105693094,Good,-0.2811292196476039,Good,1.3080592642097126,L1,2.3310108665730316,Moderate
,Rianxo,-1.4580631695164552,0.0,Good,-0.626105181915389,Good,0.886561741358266,Good,-1.1589640007677917,L0,0.06917764037366665,Good
Italy,Manduria,-0.16359831228226382,0.0,Good,1.7867233758260244,Good,0.886561741358266,Good,-1.2960208488220977,L0,-0.09447075942952742,Good
United States of America,Tahlequah,1.2387386163881102,0.0,Good,-0.26864909928703146,Good,0.886561741358266,Good,1.1253168001373048,L1,-0.727404458935018,Moderate
Philippines,Pinamungahan,0.321826009180558,0.0,Good,-0.5367411612582996,Good,-0.8649747001505389,Good,0.34866132782957204,L1,-1.1209341123453231,Moderate
France,La Chapelle Sur Erdre,-1.5119992052345466,0.0,Good,-0.626105181915389,Good,1.4704072218612012,Good,-1.2046496167858938,L0,0.0749160551057503,Good
Papua New Guinea,Arawa,-0.10966227656417249,0.0,Good,-1.5197453884862828,Good,-0.8649747001505389,Good,-0.01682360031524343,L0,-0.5103222393165807,Good
Portugal,Ourem,-1.1883829909259986,0.0,Good,0.0888069833413261,Good,0.3027162608553311,Good,-1.3417064648401995,L0,0.12900618246486206,Good
Italy,Cervia,1.2387386163881102,0.0,Good,0.17817100399841548,Moderate,-0.8649747001505389,Good,1.1253168001373048,L1,-1.2088218559304322,Moderate
Kenya,Kabarnet,0.21395393774437538,0.0,,-0.26864909928703146,Good,-0.8649747001505389,Good,0.25729009579336815,L1,1.2450668208467153,Moderate
Poland,Kielce,1.4544827592604754,0.0,Good,0.6249911072838624,Good,-0.2811292196476039,Good,1.3080592642097126,L1,0.9563146658617814,Moderate
France,Saran,-1.24231902664409,0.0,Good,-0.0005570373157632871,Good,0.3027162608553311,Good,-1.1132783847496899,L0,-1.2827615916857187,Good
Philippines,Tayug,1.9938431164413886,0.0,Good,-0.0005570373157632871,Good,-0.2811292196476039,Good,1.764915424390732,L1,-0.46738554789970144,Moderate
United States of America,Irvington,2.964691759367032,0.0,Good,-1.5197453884862828,Good,-0.2811292196476039,Good,2.587256512716567,L2,-0.1779974021893718,Unhealthy for Sensitive Groups
India,Mallur,0.2678899734624667,0.0,Good,-0.0005570373157632871,Good,-0.2811292196476039,Good,0.3029757118114701,L1,0.213534750489826,Moderate
United States of America,Marlborough,-0.32540641943653775,0.0,Good,1.0718112105693094,Good,-0.2811292196476039,Good,-0.19956606438765118,L0,0.21958544742533984,Good
New Zealand,Invercargill,-2.0513595624154597,0.0,Good,-1.5197453884862828,Good,-0.2811292196476039,Good,-1.661505776966913,L0,-0.7939235550049213,Good
United States of America,Huntington,0.5915061877710146,0.0,Good,-0.5367411612582996,Good,-0.2811292196476039,Good,0.5770894079200817,L1,-0.19538729661964563,Moderate
Poland,Lezajsk,2.587139509340393,0.0,Good,0.2675350246555049,Good,0.3027162608553311,Good,2.2674572005898534,L2,-0.8447818105608805,Unhealthy for Sensitive Groups
Egypt,Rosetta,0.42969808061674064,0.0,Good,0.17817100399841548,Moderate,0.886561741358266,Good,0.21160447977526622,L1,2.1253771709417295,Moderate
France,Roanne,-0.7029586694631769,0.0,Good,-0.4473771406012102,Good,0.3027162608553311,Good,-0.5193653765143647,L0,-0.1663032910549093,Good
Pakistan,Bhit Shah,-0.10966227656417249,0.0,Good,-0.4473771406012102,Good,0.3027162608553311,Good,-0.01682360031524343,L3,0.8463615540611453,Unhealthy
Italy,San Cataldo,0.2678899734624667,0.0,Good,1.5186313138547562,Good,-0.8649747001505389,Good,0.3029757118114701,L1,1.6744832327884698,Moderate
,Marapanim,-1.4580631695164552,0.0,Good,-1.2516533265150147,Good,-0.2811292196476039,Good,-1.1589640007677917,L0,0.7006442576033837,Good
Brazil,Astolfo Dutra,0.6993782592071972,0.0,Good,-2.324021574400087,Good,2.054252702364136,Good,0.6684606399562856,L1,-2.312309164583073,Moderate
India,Sattur,0.5375701520529232,0.0,Good,-0.17928507862994206,Good,-0.2811292196476039,Good,0.5314037919019797,L1,-0.5154181205792951,Moderate
Mexico,Leon,-0.10966227656417249,0.0,,-1.341017347172104,Good,0.886561741358266,Good,-0.01682360031524343,L0,-0.24790106539970244,Good
United States of America,Wrentham,-0.32540641943653775,0.0,Good,0.17817100399841548,Good,-0.2811292196476039,Good,-0.19956606438765118,L0,0.6100193254499828,Good
India,Sambalpur,-0.10966227656417249,0.0,Good,0.17817100399841548,Moderate,-0.2811292196476039,Good,-0.01682360031524343,L3,-0.02988118149885535,Unhealthy
India,Panna,-0.10966227656417249,0.0,Good,1.4292672931976669,Good,-0.8649747001505389,Good,-0.01682360031524343,L4,-0.013868117050988818,Very Unhealthy
Spain,Mairena Del Alcor,-0.48721452659081166,0.0,Good,1.2505392518834881,Good,-0.8649747001505389,Good,-1.661505776966913,L0,-0.3086203580551546,Good
Italy,Castel San Giovanni,0.3757620448986493,0.0,Good,0.4462630659696836,Good,0.3027162608553311,Good,0.394346943847674,L1,0.104640496548207,Moderate
Spain,Bolanos De Calatrava,-0.48721452659081166,0.0,Good,-1.2516533265150147,Good,1.4704072218612012,Good,-0.33662291244195697,L0,0.9511998803008809,Good
United Republic of Tanzania,Ikwiriri,-1.24231902664409,0.0,Good,-0.8941972438866571,Good,-0.2811292196476039,Good,-0.976221536695384,L0,1.6000073654185822,Good
Uganda,Bugembe,-0.10966227656417249,0.0,Good,-1.341017347172104,Good,1.4704072218612012,Good,-0.01682360031524343,L3,1.0193285323988306,Unhealthy
Latvia,Dobele,-0.43327849087272036,0.0,Good,0.4462630659696836,Good,-0.8649747001505389,Good,-0.290937296423855,L0,1.5696740302837509,Good
Indonesia,Porong,-0.10966227656417249,0.0,Good,-1.6091094091433722,Good,-0.2811292196476039,Good,-0.01682360031524343,L3,1.3871927373137465,Unhealthy
United States of America,Apache Junction,-0.21753434800035512,0.0,Good,-0.7154692025724784,Good,-0.2811292196476039,Good,-0.10819483235144729,L0,-0.06389005670392173,Good
United States of America,Cherry Hill,-0.0017902051279898713,0.0,Good,-0.0005570373157632871,Good,-0.2811292196476039,Good,0.07454763172096043,L1,-0.8249069021746372,Moderate
Brazil,Bela Vista De Goias,-1.5119992052345466,0.0,,-0.4473771406012102,Good,-0.8649747001505389,Good,-1.8442482410393208,L0,-0.5668418328271116,Good
Russian Federation,Krasnoye Selo,-1.404127133798364,0.0,Good,-0.26864909928703146,Good,1.4704072218612012,Good,-1.4330776968764034,L0,0.5930823912994774,Good
Japan,Hobara,-0.43327849087272036,0.0,Good,1.3399032725405775,Good,-0.2811292196476039,Good,-1.2960208488220977,L0,-1.0390588294179743,Good
India,Etah,-0.10966227656417249,0.0,Good,1.8760873964831137,Good,0.886561741358266,Good,-0.01682360031524343,L5,0.478759473892814,Hazardous
Japan,Onomichi,-0.05572624084608118,0.0,Good,1.5186313138547562,Good,0.886561741358266,Good,0.028862015702858502,L1,-0.8117555735576758,Moderate
France,Laon,0.3757620448986493,0.0,Good,-0.08992105797285267,Good,-0.2811292196476039,Good,0.394346943847674,L1,0.3119883536052358,Moderate
Iran (Islamic Republic of),Bukan,0.48363411633483194,0.0,Good,1.6079953345118456,Good,-0.8649747001505389,Good,0.48571817588387783,L1,0.22352884922660046,Moderate
,West Bay,-0.10966227656417249,0.0,Good,0.0888069833413261,Good,-0.8649747001505389,Good,-0.01682360031524343,L2,-1.1374916794408456,Unhealthy for Sensitive Groups
Germany,Vechelde,-0.7029586694631769,0.0,Good,0.35689904531259425,Good,-0.2811292196476039,Good,-0.5193653765143647,L0,-0.3231864000463152,Good
Russian Federation,Vorotynsk,-0.7029586694631769,0.0,Good,0.17817100399841548,Good,-0.8649747001505389,Good,-1.3873920808583013,L0,-0.48623891567793254,Good
Brazil,Bom Jesus,-1.5119992052345466,0.0,Good,-1.6091094091433722,Good,-0.8649747001505389,Good,-1.2046496167858938,L0,-0.9779918886287983,Good
Russian Federation,Novosilikatnyy,-0.21753434800035512,0.0,Good,1.4292672931976669,Good,-0.2811292196476039,Good,-0.10819483235144729,L0,1.5357775546277759,Good
India,Kariapatti,2.04777915215948,0.0,Good,-0.8941972438866571,Good,2.054252702364136,Good,1.810601040408834,L1,1.1992448873319141,Moderate
China,Yuanlin,-0.10966227656417249,0.0,Good,0.17817100399841548,Unhealthy for Sensitive Groups,-0.2811292196476039,Good,-0.01682360031524343,L2,1.5100039826159506,Unhealthy for Sensitive Groups
Australia,Newcastle,-0.21753434800035512,0.0,,-1.787837450457551,Good,-0.2811292196476039,Good,-0.10819483235144729,L0,0.07381296093119688,Good
